number_e164,label,category,confidence,risk_level,source,updated_at
33270237272,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237273,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237274,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237275,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237276,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237277,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237279,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237280,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237281,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237282,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237283,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237284,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237285,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237287,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237288,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237289,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237290,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237291,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237292,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237293,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237294,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237295,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237296,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237297,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237298,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237299,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237300,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237301,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237302,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237303,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237304,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237305,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237306,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237307,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237308,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237310,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237311,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237312,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237313,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237314,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237315,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237316,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237317,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237318,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237319,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237320,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237321,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237322,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237323,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237325,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237326,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237327,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237328,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237329,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237330,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237331,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237332,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237333,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237334,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237335,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237337,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237338,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237339,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237340,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237341,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237342,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237343,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237344,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237345,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237346,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237347,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237348,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237349,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237350,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237351,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237352,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237353,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237354,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237355,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237356,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237357,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237358,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237359,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237360,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237361,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237362,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237363,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237364,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237365,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237366,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237367,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237368,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237370,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237371,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237372,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237373,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237374,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237375,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237376,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237377,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237378,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237379,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237380,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237381,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237382,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237383,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237384,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237385,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237386,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237387,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237388,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237389,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237390,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237391,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237392,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237393,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237394,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237395,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237396,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237397,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237398,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237399,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237400,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237401,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237403,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237404,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237405,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237406,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237407,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237408,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237409,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237410,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237411,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237412,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237413,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237414,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237415,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237416,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237417,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237418,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237419,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237420,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237421,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237422,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237423,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237424,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237425,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237426,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237427,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237428,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237429,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237430,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237431,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237432,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237433,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237434,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237435,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237438,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237439,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237440,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237441,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237442,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237443,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237444,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237445,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237446,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237447,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237448,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237449,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237450,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237451,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237452,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237453,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237454,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237455,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237456,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237457,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237458,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237459,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237460,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237461,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237462,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237463,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237465,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237466,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237468,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237469,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237470,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237471,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237472,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237473,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237474,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237475,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237476,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237477,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237478,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237479,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237480,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237481,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237482,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237483,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237484,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237485,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237486,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237487,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237488,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237489,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237490,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237491,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237492,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237494,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237495,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237496,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237497,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237498,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237499,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237500,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237501,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237502,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237503,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237504,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237505,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237506,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237507,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237508,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237509,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237510,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237511,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237512,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237513,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237514,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237515,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237516,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237517,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237518,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237519,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237521,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237522,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237523,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237524,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237525,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237526,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237527,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237528,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237529,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237530,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237531,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237532,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237533,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237534,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237535,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237537,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237538,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237539,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237540,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237541,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237542,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237543,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237544,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237545,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237546,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237547,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237548,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237549,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237550,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237551,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237552,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237553,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237554,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237555,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237556,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237558,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237559,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237560,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237561,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237562,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237563,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237564,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237565,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237566,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237567,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237568,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237569,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237570,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237571,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237572,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237573,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237574,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237575,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237576,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237577,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237578,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237579,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237580,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237581,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237582,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237583,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237584,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237585,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237586,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237587,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237588,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237589,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237590,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237591,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237592,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237593,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237594,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237595,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237596,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237597,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237598,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237599,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237600,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237601,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237602,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237603,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237604,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237605,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237606,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237607,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237608,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237609,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237610,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237611,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237612,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237613,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237614,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237615,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237616,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237617,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237618,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237619,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237620,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237621,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237623,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237624,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237625,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237627,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237629,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237630,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237631,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237632,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237633,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237634,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237635,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237636,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237637,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237638,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237639,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237640,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237641,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237642,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237643,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237644,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237645,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237646,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237647,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237648,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237649,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237650,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237651,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237652,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237653,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237654,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237655,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237656,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237657,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237658,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237659,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237660,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237661,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237662,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237664,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237665,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237666,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270237667,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
